,Brand,Manufacturing Year,Model,Kilometers Driven,Fuel Type,Transmission Type,Price,Location
864,Hyundai,2018,Creta SX AT 1.6 DIESEL,107774,Diesel,Automatic,1026000,Mumbai
865,Hyundai,2016,Creta S 1.6 PETROL,45568,Petrol,Manual,668000,Mumbai
866,Hyundai,2015,i10 MAGNA 1.1,55760,Petrol,Manual,294000,Mumbai
867,Hyundai,2014,Grand i10 ASTA 1.2 KAPPA VTVT,35272,Petrol,Manual,386000,Mumbai
868,Hyundai,2021,AURA SX 1.2,14950,Petrol,Manual,663000,Mumbai
869,Hyundai,2019,NEW SANTRO SPORTZ CNG,77715,CNG,Manual,496000,Mumbai
870,Hyundai,2012,i10 SPORTZ 1.2,69847,Petrol,Manual,227000,Mumbai
871,Hyundai,2023,NEW I20 ASTA (O) 1.2 IVT,2358,Petrol,Automatic,978000,Mumbai
872,Hyundai,2014,Grand i10 SPORTZ 1.2 KAPPA VTVT,84045,Petrol,Manual,337000,Mumbai
873,Hyundai,2015,Elite i20 ASTA 1.2,33688,Petrol,Manual,475000,Mumbai
874,Hyundai,2013,i20 SPORTZ 1.2,37973,Petrol,Manual,278000,Mumbai
875,Hyundai,2017,Xcent S 1.2,57919,Petrol,Manual,470000,Mumbai
876,Maruti,2012,Swift VXI,64557,Petrol,Manual,463000,Bangalore
877,Maruti,2017,IGNIS ZETA 1.2,47285,Petrol,Manual,466000,Bangalore
878,Maruti,2017,IGNIS ZETA 1.2 AMT,22456,Petrol,Automatic,612000,Bangalore
879,Maruti,2016,Alto K10 VXI,65484,Petrol,Manual,318000,Bangalore
880,Maruti,2016,Celerio VXI,29309,Petrol,Manual,416000,Bangalore
881,Maruti,2014,Alto K10 VXI,49599,Petrol,Manual,300000,Bangalore
882,Maruti,2012,Alto K10 VXI,71979,Petrol,Manual,254000,Bangalore
883,Maruti,2022,Grand Vitara ALPHA SMART HYBRID ALLGRIP,14358,Petrol,Manual,1616000,Bangalore
884,Maruti,2013,Swift VDI,96413,Diesel,Manual,444000,Bangalore
885,Maruti,2022,Baleno DELTA 1.2 AGS,43431,Petrol,Automatic,739000,Bangalore
886,Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,70110,Petrol,Automatic,859000,Bangalore
887,Maruti,2020,S PRESSO VXI+,36650,Petrol,Manual,433000,Bangalore
888,Maruti,2016,Swift VXI,69995,Petrol,Manual,570000,Bangalore
889,Maruti,2012,Swift VDI,96264,Diesel,Manual,413000,Bangalore
890,Maruti,2017,Baleno ALPHA PETROL 1.2,81548,Petrol,Manual,633000,Bangalore
891,Maruti,2012,Ertiga VDI,113536,Diesel,Manual,655000,Bangalore
892,Maruti,2014,Ritz VXI,73631,Petrol,Manual,376000,Bangalore
893,Maruti,2019,Dzire VXI,58029,Petrol,Manual,675000,Bangalore
894,Maruti,2018,Dzire VXI,19437,Petrol,Manual,699000,Bangalore
895,Maruti,2020,Ciaz ALPHA AT 1.5 SHVS PETROL,44980,Petrol,Automatic,877000,Bangalore
896,Maruti,2016,Alto K10 VXI (O),19613,Petrol,Manual,365000,Bangalore
897,Maruti,2020,New Wagon-R VXI (O) 1.2,15178,Petrol,Manual,581000,Bangalore
898,Maruti,2011,Swift VXI,104553,Petrol,Manual,358000,Bangalore
899,Maruti,2014,OMNI E STD,64243,Petrol,Manual,273000,Bangalore
900,Maruti,2018,Celerio ZXI AMT (O),95626,Petrol,Automatic,416000,Bangalore
901,Maruti,2012,Omni 5 STR,37089,Petrol,Manual,244000,Bangalore
902,Maruti,2016,Ciaz ZXI AT,87285,Petrol,Automatic,613000,Bangalore
903,Maruti,2016,S Cross ZETA 1.3,78922,Diesel,Manual,721000,Bangalore
904,Maruti,2023,Swift VXI,9075,Petrol,Manual,761000,Bangalore
905,Maruti,2022,Ertiga ZXI AT SHVS,29126,Petrol,Automatic,1254000,Bangalore
906,Maruti,2016,Celerio VXI (O),36837,Petrol,Manual,412000,Bangalore
907,Maruti,2021,New Wagon-R LXI 1.0,42481,Petrol,Manual,540000,Bangalore
908,Maruti,2016,Alto K10 VXI (O) AMT,30851,Petrol,Automatic,369000,Bangalore
909,Maruti,2021,S PRESSO LXI,35273,Petrol,Manual,368000,Bangalore
910,Maruti,2010,A Star LXI,103867,Petrol,Manual,202000,Bangalore
911,Maruti,2016,Swift Dzire ZXI,86301,Petrol,Manual,564000,Bangalore
912,Maruti,2017,Vitara Brezza VDI (O),109407,Diesel,Manual,721000,Bangalore
913,Maruti,2019,New Wagon-R VXI (O) 1.2 AMT,16796,Petrol,Automatic,561000,Bangalore
914,Maruti,2011,Swift VXI,86282,Petrol,Manual,322000,Bangalore
915,Maruti,2017,IGNIS DELTA 1.2,56427,Petrol,Manual,466000,Bangalore
916,Maruti,2017,IGNIS ZETA 1.2 AMT,95525,Petrol,Automatic,465000,Bangalore
917,Maruti,2018,Swift ZXI AMT,44996,Petrol,Automatic,673000,Bangalore
918,Maruti,2017,Swift VXI,37343,Petrol,Manual,582000,Bangalore
919,Maruti,2019,Alto 800 LXI,39868,Petrol,Manual,334000,Bangalore
920,Maruti,2018,Swift ZXI AMT,29716,Petrol,Automatic,651000,Bangalore
921,Maruti,2019,Swift ZXI,32730,Petrol,Manual,640000,Bangalore
922,Maruti,2022,Celerio ZXI PLUS,28788,Petrol,Manual,563000,Bangalore
923,Maruti,2015,Ciaz VXI+,98152,Petrol,Manual,508000,Bangalore
924,Maruti,2023,Swift VXI AMT,13994,Petrol,Automatic,763000,Bangalore
925,Maruti,2022,New Wagon-R ZXI 1.2 AMT,27743,Petrol,Automatic,635000,Bangalore
926,Maruti,2017,Ciaz DELTA 1.4 MT PETROL,94757,Petrol,Manual,508000,Bangalore
927,Maruti,2020,New Wagon-R VXI (O) 1.2,66530,Petrol,Manual,549000,Bangalore
928,Maruti,2016,Ertiga VDI SHVS,94438,Diesel,Manual,784000,Bangalore
929,Maruti,2014,Alto 800 VXI,57348,Petrol,Manual,273000,Bangalore
930,Maruti,2013,Swift VDI,93871,Diesel,Manual,391000,Bangalore
931,Maruti,2019,Baleno ZETA PETROL 1.2,59228,Petrol,Manual,668000,Bangalore
932,Maruti,2014,Swift Dzire VDI,89284,Diesel,Manual,572000,Bangalore
933,Maruti,2012,Swift Dzire VXI,23960,Petrol,Manual,459000,Bangalore
934,Maruti,2017,Swift ZXI,57560,Petrol,Manual,626000,Bangalore
935,Maruti,2018,Swift VXI,26638,Petrol,Manual,609000,Bangalore
936,Maruti,2011,Wagon R 1.0 VXI,53178,Petrol,Manual,245000,Bangalore
937,Maruti,2017,Dzire VXI AMT,48051,Petrol,Automatic,541000,Bangalore
938,Maruti,2017,Wagon R 1.0 VXI AMT,36404,Petrol,Automatic,424000,Bangalore
939,Maruti,2011,Swift Dzire VDI,110407,Diesel,Manual,360000,Bangalore
940,Maruti,2012,Swift Dzire VXI,104807,Petrol,Manual,392000,Bangalore
941,Maruti,2022,New Wagon-R ZXI 1.2,8524,Petrol,Manual,668000,Bangalore
942,Maruti,2016,Baleno ZETA PETROL 1.2,47679,Petrol,Manual,607000,Bangalore
943,Maruti,2011,Zen Estilo VXI,69568,Petrol,Manual,219000,Bangalore
944,Maruti,2015,Swift VXI,66341,Petrol,Manual,538000,Bangalore
945,Maruti,2011,Swift VXI,57051,Petrol,Manual,347000,Bangalore
946,Maruti,2021,Celerio ZXI PLUS,22245,Petrol,Manual,566000,Bangalore
947,Maruti,2011,Alto K10 VXI,109991,Petrol,Manual,200000,Bangalore
948,Maruti,2023,Alto K10 VXI PLUS,8882,Petrol,Manual,515000,Bangalore
949,Maruti,2013,Swift Dzire VXI,59700,Petrol,Manual,430000,Bangalore
950,Maruti,2016,Vitara Brezza VDI (O),80227,Diesel,Manual,607000,Bangalore
951,Maruti,2019,Celerio X ZXI (O) AMT,27215,Petrol,Automatic,505000,Bangalore
952,Maruti,2018,Celerio ZXI,41806,Petrol,Manual,470000,Bangalore
953,Maruti,2019,New Wagon-R VXI 1.0 AMT,67526,Petrol,Automatic,523000,Bangalore
954,Maruti,2016,Vitara Brezza ZDI,91544,Diesel,Manual,754000,Bangalore
955,Maruti,2011,Wagon R 1.0 VXI,34408,Petrol,Manual,271000,Bangalore
956,Maruti,2017,Ciaz ZXI+ AT,73371,Petrol,Automatic,661000,Bangalore
957,Maruti,2013,Wagon R Stingray VXI,97830,Petrol,Manual,303000,Bangalore
958,Maruti,2015,Ciaz ZXI+,25381,Petrol,Manual,639000,Bangalore
959,Maruti,2013,Swift Dzire VXI,106215,Petrol,Manual,411000,Bangalore
960,Maruti,2014,Alto K10 VXI,99832,Petrol,Manual,254000,Bangalore
961,Maruti,2017,IGNIS ZETA 1.2 AMT,68890,Petrol,Automatic,553000,Bangalore
962,Maruti,2020,Ciaz ALPHA 1.5 SHVS PETROL,52878,Petrol,Manual,800000,Bangalore
963,Maruti,2011,Wagon R 1.0 VXI,79484,Petrol,Manual,267000,Bangalore
964,Maruti,2018,Swift VXI AMT,57341,Petrol,Automatic,620000,Bangalore
965,Maruti,2022,Swift ZXI PLUS AMT DUAL TONE,31459,Petrol,Automatic,851000,Bangalore
966,Maruti,2022,Baleno ZETA PETROL 1.2,34474,Petrol,Manual,775000,Bangalore
967,Maruti,2021,Celerio ZXI PLUS AGS,45807,Petrol,Automatic,658000,Bangalore
968,Maruti,2018,Celerio X VXI (O),39995,Petrol,Manual,381000,Bangalore
969,Maruti,2019,Dzire ZXI AMT,28533,Petrol,Automatic,718000,Bangalore
970,Maruti,2012,Ertiga ZDI,106213,Diesel,Manual,607000,Bangalore
971,Maruti,2015,Wagon R 1.0 VXI,49078,Petrol,Manual,356000,Bangalore
972,Maruti,2015,Ertiga ZXI,46440,Petrol,Manual,718000,Bangalore
973,Maruti,2016,Celerio ZXI,46240,Petrol,Manual,448000,Bangalore
974,Maruti,2023,New Wagon-R ZXI 1.2,2896,Petrol,Manual,693000,Bangalore
975,Maruti,2014,Swift Dzire ZXI,122178,Petrol,Manual,451000,Bangalore
976,Maruti,2019,Celerio VXI (O),28904,Petrol,Manual,482000,Bangalore
977,Maruti,2021,IGNIS DELTA 1.2 AMT,31951,Petrol,Automatic,646000,Bangalore
978,Maruti,2018,Celerio ZXI,19171,Petrol,Manual,463000,Bangalore
979,Maruti,2015,Alto 800 LXI,85107,Petrol,Manual,271000,Bangalore
980,Maruti,2014,Celerio VXI AMT,14522,Petrol,Automatic,377000,Bangalore
981,Maruti,2017,Swift VXI,77191,Petrol,Manual,515000,Bangalore
982,Maruti,2019,Baleno ALPHA PETROL 1.2,36932,Petrol,Manual,727000,Bangalore
983,Maruti,2012,Swift Dzire ZXI,36201,Petrol,Manual,515000,Bangalore
984,Maruti,2016,Ciaz ZXI+,75940,Petrol,Manual,596000,Bangalore
985,Maruti,2016,Ciaz ZXI AT,96520,Petrol,Automatic,578000,Bangalore
986,Maruti,2018,Celerio ZXI (O),93813,Petrol,Manual,447000,Bangalore
987,Maruti,2013,Ritz VXI,75497,Petrol,Manual,356000,Bangalore
988,Maruti,2012,Swift Dzire VDI,110904,Diesel,Manual,413000,Bangalore
989,Maruti,2018,Celerio VXI (O),69515,Petrol,Manual,434000,Bangalore
990,Maruti,2016,Swift VXI,65555,Petrol,Manual,579000,Bangalore
991,Maruti,2019,S PRESSO VXI+,35153,Petrol,Manual,409000,Bangalore
992,Maruti,2021,Celerio ZXI PLUS AGS,20405,Petrol,Automatic,646000,Bangalore
993,Maruti,2021,S PRESSO VXI+,34267,Petrol,Manual,458000,Bangalore
994,Maruti,2011,Wagon R 1.0 VXI,61600,Petrol,Manual,289000,Bangalore
995,Maruti,2022,Ciaz ALPHA 1.5 SHVS PETROL,14772,Petrol,Manual,1060000,Bangalore
996,Maruti,2017,Alto K10 VXI,13628,Petrol,Manual,383000,Bangalore
997,Maruti,2017,Dzire VDI AMT,77413,Diesel,Automatic,713000,Bangalore
998,Maruti,2017,Celerio ZXI AMT,113666,Petrol,Automatic,423000,Bangalore
999,Maruti,2022,Dzire VXI AMT,16023,Petrol,Automatic,791000,Bangalore
1000,Maruti,2013,Ertiga VXI,51980,Petrol,Manual,682000,Bangalore
1001,Maruti,2017,Dzire ZXI PLUS AMT,105779,Petrol,Automatic,631000,Bangalore
1002,Maruti,2021,Baleno DELTA CVT PETROL 1.2,32596,Petrol,Automatic,710000,Bangalore
1003,Maruti,2011,Ritz VDI,72644,Diesel,Manual,385000,Bangalore
1004,Maruti,2023,Alto K10 VXI PLUS,5654,Petrol,Manual,550000,Bangalore
1005,Maruti,2018,Ciaz ALPHA 1.4 PETROL,49559,Petrol,Manual,733000,Bangalore
1006,Maruti,2023,Celerio ZXI AMT,17052,Petrol,Automatic,650000,Bangalore
1007,Maruti,2015,Wagon R 1.0 VXI,27184,Petrol,Manual,387000,Bangalore
1008,Maruti,2022,Dzire ZXI Plus AMT,9369,Petrol,Automatic,902000,Bangalore
1009,Maruti,2023,Celerio VXI AMT,3951,Petrol,Automatic,661000,Bangalore
1010,Maruti,2011,Swift VXI,96506,Petrol,Manual,352000,Bangalore
1011,Maruti,2013,Wagon R 1.0 VXI,76286,Petrol,Manual,334000,Bangalore
1012,Maruti,2023,Alto K10 VXI PLUS AMT,6675,Petrol,Automatic,580000,Bangalore
1013,Maruti,2016,Celerio ZXI AMT,43855,Petrol,Automatic,465000,Bangalore
1014,Maruti,2015,Swift VXI,40348,Petrol,Manual,494000,Bangalore
1015,Maruti,2015,Ciaz ZXI+,104650,Petrol,Manual,558000,Bangalore
1016,Maruti,2019,Celerio VXI AMT,28264,Petrol,Automatic,508000,Bangalore
1017,Maruti,2021,Baleno ZETA CVT PETROL 1.2,26477,Petrol,Automatic,840000,Bangalore
1018,Maruti,2020,Ciaz DELTA 1.5 SHVS MT PETROL,60741,Petrol,Manual,844000,Bangalore
1019,Maruti,2017,Baleno ZETA PETROL 1.2,22396,Petrol,Manual,648000,Bangalore
1020,Maruti,2015,Wagon R 1.0 VXI,45789,Petrol,Manual,386000,Bangalore
1021,Maruti,2018,Baleno ALPHA PETROL 1.2,52083,Petrol,Manual,682000,Bangalore
1022,Maruti,2013,Swift VXI,27532,Petrol,Manual,459000,Bangalore
1023,Maruti,2017,Wagon R 1.0 VXI AMT,84182,Petrol,Automatic,465000,Bangalore
1024,Maruti,2019,Ciaz ALPHA AT 1.5 SHVS PETROL,49968,Petrol,Automatic,897000,Bangalore
1025,Maruti,2012,Swift VXI,97265,Petrol,Manual,421000,Bangalore
1026,Maruti,2022,S PRESSO VXI+,11295,Petrol,Manual,503000,Bangalore
1027,Maruti,2018,Celerio ZXI AMT (O),80488,Petrol,Automatic,450000,Bangalore
1028,Maruti,2016,Swift VXI,97896,Petrol,Manual,548000,Bangalore
1029,Maruti,2014,Ciaz VDI,86623,Diesel,Manual,560000,Bangalore
1030,Maruti,2017,Baleno ALPHA PETROL 1.2,67549,Petrol,Manual,681000,Bangalore
1031,Maruti,2016,Ciaz ZDI SHVS,60384,Diesel,Manual,722000,Bangalore
1032,Maruti,2016,Wagon R 1.0 VXI AMT,35322,Petrol,Automatic,438000,Bangalore
1033,Maruti,2013,Wagon R 1.0 VXI,40896,Petrol,Manual,363000,Bangalore
1034,Maruti,2012,A Star VXI,71079,Petrol,Manual,279000,Bangalore
1035,Maruti,2016,Wagon R 1.0 VXI AMT,38333,Petrol,Automatic,442000,Bangalore
1036,Maruti,2018,Celerio ZXI,39085,Petrol,Manual,482000,Bangalore
1037,Maruti,2022,Celerio VXI AMT,9778,Petrol,Automatic,619000,Bangalore
1038,Maruti,2021,Celerio ZXI AMT,20754,Petrol,Automatic,632000,Bangalore
1039,Maruti,2016,Wagon R 1.0 VXI AMT,69324,Petrol,Automatic,408000,Bangalore
1040,Maruti,2023,S PRESSO VXI (O) AMT,11631,Petrol,Automatic,577000,Bangalore
1041,Maruti,2015,Ciaz ZXI,97889,Petrol,Manual,575000,Bangalore
1042,Maruti,2017,Celerio ZXI AMT (O),35997,Petrol,Automatic,466000,Bangalore
1043,Maruti,2023,S PRESSO VXI PLUS (O) AMT,7370,Petrol,Automatic,651000,Bangalore
1044,Maruti,2017,Wagon R 1.0 VXI AMT,44109,Petrol,Automatic,482000,Bangalore
1045,Maruti,2019,Alto VXI,10041,Petrol,Manual,387000,Bangalore
1046,Maruti,2017,Baleno ZETA PETROL 1.2,23573,Petrol,Manual,682000,Bangalore
1047,Maruti,2016,Wagon R 1.0 VXI AMT,48043,Petrol,Automatic,416000,Bangalore
1048,Maruti,2016,Celerio VXI AMT (O),62383,Petrol,Automatic,455000,Bangalore
1049,Maruti,2016,Wagon R 1.0 VXI AMT,40428,Petrol,Automatic,397000,Bangalore
1050,Maruti,2019,Ciaz SIGMA 1.5 SHVS MT PETROL,12567,Petrol,Manual,775000,Bangalore
1051,Maruti,2014,Alto K10 LXI,63792,Petrol,Manual,280000,Bangalore
1052,Maruti,2016,Baleno ZETA CVT PETROL 1.2,83635,Petrol,Automatic,531000,Bangalore
1053,Maruti,2021,Swift VXI,13228,Petrol,Manual,719000,Bangalore
1054,Maruti,2011,Swift VXI,64003,Petrol,Manual,354000,Bangalore
1055,Maruti,2021,S PRESSO VXI AMT,9677,Petrol,Automatic,463000,Bangalore
1056,Maruti,2013,Swift VDI,97837,Diesel,Manual,433000,Bangalore
1057,Maruti,2019,Baleno ALPHA CVT PETROL 1.2,34783,Petrol,Automatic,774000,Bangalore
1058,Maruti,2016,Wagon R 1.0 VXI,40339,Petrol,Manual,389000,Bangalore
1059,Maruti,2014,Swift ZXI,41074,Petrol,Manual,516000,Bangalore
1060,Maruti,2018,Swift VXI AMT,29219,Petrol,Automatic,645000,Bangalore
1061,Maruti,2018,Celerio ZXI AMT (O),43407,Petrol,Automatic,470000,Bangalore
1062,Maruti,2015,Alto K10 VXI AMT,32214,Petrol,Automatic,345000,Bangalore
1063,Maruti,2021,S PRESSO VXI+,31209,Petrol,Manual,482000,Bangalore
1064,Maruti,2017,Dzire ZXI PLUS AMT,67275,Petrol,Automatic,665000,Bangalore
1065,Maruti,2017,Baleno ALPHA PETROL 1.2,54225,Petrol,Manual,670000,Bangalore
1066,Maruti,2018,Swift ZXI PLUS,64747,Petrol,Manual,718000,Bangalore
1067,Maruti,2014,Ciaz ZXI,70337,Petrol,Manual,547000,Bangalore
1068,Maruti,2017,Celerio VXI,37599,Petrol,Manual,482000,Bangalore
1069,Maruti,2016,Swift VXI,92616,Petrol,Manual,584000,Bangalore
1070,Maruti,2021,XL6 ALPHA AT,38819,Petrol,Automatic,1129000,Bangalore
1071,Maruti,2015,Celerio VXI,13855,Petrol,Manual,415000,Bangalore
1072,Maruti,2018,Baleno DELTA PETROL 1.2,45037,Petrol,Manual,532000,Bangalore
1073,Maruti,2018,IGNIS SIGMA 1.2,73809,Petrol,Manual,428000,Bangalore
1074,Maruti,2017,Baleno ZETA PETROL 1.2,48247,Petrol,Manual,714000,Bangalore
1075,Maruti,2021,XL6 ZETA MT,24293,Petrol,Manual,969000,Bangalore
1076,Maruti,2018,Dzire VXI,38827,Petrol,Manual,627000,Bangalore
1077,Maruti,2018,Baleno DELTA CVT PETROL 1.2,36967,Petrol,Automatic,690000,Bangalore
1078,Maruti,2014,Wagon R 1.0 VXI,35720,Petrol,Manual,367000,Bangalore
1079,Maruti,2019,Celerio VXI AMT (O),66087,Petrol,Automatic,495000,Bangalore
1080,Maruti,2017,Baleno DELTA CVT PETROL 1.2,79589,Petrol,Automatic,651000,Bangalore
1081,Maruti,2023,Baleno ALPHA 1.2 AGS,5154,Petrol,Automatic,1006000,Bangalore
1082,Maruti,2016,Baleno ZETA PETROL 1.2,54853,Petrol,Manual,670000,Bangalore
1083,Maruti,2016,Ciaz ZXI+,34800,Petrol,Manual,719000,Bangalore
1084,Maruti,2020,Alto LXI O,2598,Petrol,Manual,397000,Bangalore
1085,Maruti,2016,Swift Dzire ZXI,57333,Petrol,Manual,682000,Bangalore
1086,Maruti,2020,S PRESSO VXI AMT,18350,Petrol,Automatic,459000,Bangalore
1087,Maruti,2018,Celerio VXI AMT (O),10280,Petrol,Automatic,532000,Bangalore
1088,Maruti,2014,Celerio VXI,27566,Petrol,Manual,374000,Bangalore
1089,Maruti,2014,Celerio VXI AMT,10558,Petrol,Automatic,409000,Bangalore
1090,Maruti,2018,Ciaz DELTA 1.5 SHVS MT PETROL,30948,Petrol,Manual,762000,Bangalore
1091,Maruti,2012,Swift VXI,97699,Petrol,Manual,413000,Bangalore
1092,Maruti,2012,Alto K10 VXI,35084,Petrol,Manual,257000,Bangalore
1093,Maruti,2017,Baleno DELTA CVT PETROL 1.2,74601,Petrol,Automatic,656000,Bangalore
1094,Maruti,2017,IGNIS ZETA 1.2,79722,Petrol,Manual,486000,Bangalore
1095,Maruti,2018,Ertiga ZDI + SHVS,69668,Diesel,Manual,1005000,Bangalore
1096,Maruti,2020,Vitara Brezza ZXI PLUS AT SHVS,50421,Petrol,Automatic,972000,Bangalore
1097,Maruti,2022,XL6 ZETA MT,59304,Petrol,Manual,1069000,Bangalore
1098,Maruti,2017,Baleno ALPHA PETROL 1.2,57040,Petrol,Manual,684000,Bangalore
1099,Maruti,2016,Celerio VXI AMT (O),62447,Petrol,Automatic,454000,Bangalore
1100,Maruti,2016,Celerio VXI,77319,Petrol,Manual,413000,Bangalore
1101,Maruti,2015,Celerio VXI AMT,33709,Petrol,Automatic,416000,Bangalore
1102,Maruti,2018,Celerio VXI AMT,40683,Petrol,Automatic,497000,Bangalore
1103,Maruti,2021,Baleno DELTA PETROL 1.2,19053,Petrol,Manual,707000,Bangalore
1104,Maruti,2019,Baleno DELTA PETROL 1.2,24160,Petrol,Manual,699000,Bangalore
1105,Maruti,2018,Ciaz ZETA 1.4 AT PETROL,50334,Petrol,Automatic,765000,Bangalore
1106,Maruti,2018,Ciaz DELTA 1.5 SHVS MT PETROL,42483,Petrol,Manual,750000,Bangalore
1107,Maruti,2018,Baleno ALPHA DIESEL 1.3,82882,Diesel,Manual,722000,Bangalore
1108,Maruti,2019,Ciaz ALPHA AT 1.5 SHVS PETROL,41774,Petrol,Automatic,917000,Bangalore
1109,Maruti,2023,New Wagon-R VXI 1.0 AMT,8230,Petrol,Automatic,752000,Bangalore
1110,Maruti,2016,Swift ZXI,74061,Petrol,Manual,570000,Bangalore
1111,Maruti,2016,Celerio VXI AMT,63730,Petrol,Automatic,437000,Bangalore
1112,Maruti,2021,Alto VXI,22625,Petrol,Manual,398000,Bangalore
1113,Maruti,2016,Swift VXI,70649,Petrol,Manual,595000,Bangalore
1114,Maruti,2019,Ciaz ALPHA AT 1.5 SHVS PETROL,29041,Petrol,Automatic,925000,Bangalore
1115,Maruti,2016,Ciaz ZXI+,68828,Petrol,Manual,680000,Bangalore
1116,Maruti,2014,Swift Dzire VXI,61615,Petrol,Manual,482000,Bangalore
1117,Maruti,2013,Alto K10 VXI,24202,Petrol,Manual,303000,Bangalore
1118,Maruti,2021,Celerio ZXI PLUS AGS,25548,Petrol,Automatic,670000,Bangalore
1119,Maruti,2018,Swift VXI,37330,Petrol,Manual,577000,Bangalore
1120,Maruti,2018,Baleno ALPHA CVT PETROL 1.2,26277,Petrol,Automatic,714000,Bangalore
1121,Maruti,2021,IGNIS ALPHA 1.2 AMT,29003,Petrol,Automatic,802000,Bangalore
1122,Maruti,2017,Swift ZXI,51421,Petrol,Manual,641000,Bangalore
1123,Maruti,2021,Baleno DELTA PETROL 1.2,17079,Petrol,Manual,715000,Bangalore
1124,Maruti,2015,Swift Dzire ZXI,30728,Petrol,Manual,580000,Bangalore
1125,Maruti,2014,Celerio VXI AMT,71320,Petrol,Automatic,372000,Bangalore
1126,Maruti,2015,Baleno DELTA DIESEL 1.3,63916,Diesel,Manual,637000,Bangalore
1127,Maruti,2019,New Wagon-R VXI 1.2 AMT,13515,Petrol,Automatic,591000,Bangalore
1128,Maruti,2016,Celerio ZXI AMT,51729,Petrol,Automatic,497000,Bangalore
1129,Maruti,2016,Swift VXI,43756,Petrol,Manual,615000,Bangalore
1130,Maruti,2017,Celerio VXI (O),57214,Petrol,Manual,465000,Bangalore
1131,Maruti,2016,Wagon R 1.0 VXI AMT,23912,Petrol,Automatic,426000,Bangalore
1132,Maruti,2017,OMNI E 8 STR,20461,Petrol,Manual,326000,Bangalore
1133,Maruti,2022,S PRESSO VXI+,6410,Petrol,Manual,486000,Bangalore
1134,Maruti,2018,Ciaz DELTA DIESEL 1.3,80245,Diesel,Manual,701000,Bangalore
1135,Maruti,2014,Ertiga VXI,92745,Petrol,Manual,571000,Bangalore
1136,Maruti,2021,IGNIS SIGMA 1.2,39945,Petrol,Manual,524000,Bangalore
1137,Maruti,2013,Ertiga VXI,92751,Petrol,Manual,626000,Bangalore
1138,Maruti,2015,Swift VXI,69474,Petrol,Manual,539000,Bangalore
1139,Maruti,2017,Ciaz ALPHA 1.4 PETROL,43129,Petrol,Manual,706000,Bangalore
1140,Maruti,2017,Baleno ALPHA PETROL 1.2,49591,Petrol,Manual,725000,Bangalore
1141,Maruti,2018,Dzire VXI,38445,Petrol,Manual,682000,Bangalore
1142,Maruti,2023,Grand Vitara SIGMA SMART HYBRID,20888,Petrol,Manual,1119000,Bangalore
1143,Maruti,2022,Alto K10 VXI PLUS,13847,Petrol,Manual,511000,Bangalore
1144,Maruti,2016,Baleno DELTA CVT PETROL 1.2,62524,Petrol,Automatic,603000,Bangalore
1145,Maruti,2020,Swift ZXI PLUS AMT,38807,Petrol,Automatic,742000,Bangalore
1146,Maruti,2015,Swift VXI,74874,Petrol,Manual,484000,Bangalore
1147,Maruti,2017,Celerio VXI,42178,Petrol,Manual,443000,Bangalore
1148,Maruti,2017,Baleno RS 1.0 PETROL,36274,Petrol,Manual,670000,Bangalore
1149,Maruti,2019,Baleno ALPHA CVT PETROL 1.2,65568,Petrol,Automatic,686000,Bangalore
1150,Maruti,2016,Ciaz ZXI,68199,Petrol,Manual,673000,Bangalore
1151,Maruti,2016,Celerio ZXI AMT (O),39987,Petrol,Automatic,447000,Bangalore
1152,Maruti,2023,Ertiga ZXI+ AT SHVS,11016,Petrol,Automatic,1364000,Bangalore
1153,Maruti,2016,Ciaz ZXI AT,66695,Petrol,Automatic,629000,Bangalore
1154,Maruti,2015,Ciaz ZXI AT,83683,Petrol,Automatic,480000,Bangalore
1155,Maruti,2016,Wagon R 1.0 VXI AMT,44237,Petrol,Automatic,398000,Bangalore
1156,Maruti,2016,Celerio VXI AMT (O),38929,Petrol,Automatic,473000,Bangalore
1157,Maruti,2018,Baleno ALPHA CVT PETROL 1.2,19161,Petrol,Automatic,739000,Bangalore
1158,Maruti,2017,Baleno ALPHA CVT PETROL 1.2,22358,Petrol,Automatic,715000,Bangalore
1159,Maruti,2016,Wagon R 1.0 VXI,30478,Petrol,Manual,405000,Bangalore
1160,Maruti,2018,Ciaz ALPHA 1.4 PETROL,45811,Petrol,Manual,738000,Bangalore
1161,Maruti,2019,S PRESSO VXI (O),44848,Petrol,Manual,418000,Bangalore
1162,Maruti,2019,Celerio ZXI AMT (O),23686,Petrol,Automatic,534000,Bangalore
1163,Maruti,2023,Alto K10 VXI AMT,3136,Petrol,Automatic,567000,Bangalore
1164,Maruti,2016,Swift ZXI,14031,Petrol,Manual,591000,Bangalore
1165,Maruti,2015,Wagon R 1.0 VXI AMT,38523,Petrol,Automatic,409000,Bangalore
1166,Maruti,2020,Celerio ZXI AMT (O),15808,Petrol,Automatic,606000,Bangalore
1167,Maruti,2011,Alto K10 VXI,74886,Petrol,Manual,237000,Bangalore
1168,Maruti,2013,Alto 800 VXI,46661,Petrol,Manual,295000,Bangalore
1169,Maruti,2014,Swift VXI,75750,Petrol,Manual,476000,Bangalore
1170,Maruti,2016,Swift VXI,53462,Petrol,Manual,581000,Bangalore
